isOpend,time,uid
False,1716044728359,87e8FtLhawXUWZ2rR1FXpBZ2Mtz2
False,1716136428548,ldBmjwfJ4nao6I0c3QkSWVyxInC3
True,1717174107006,6DzqFENos7TWPBAQYq6DB04O8fC3
False,1716635054159,qMHVQGPKvNMdZLX8YnPH29ZYoyG3
False,1717944074997,g1Os1DQ1U9UxVfYBnLKIl03XTEm2
True,1716034151461,qMHVQGPKvNMdZLX8YnPH29ZYoyG3
False,1716057636259,87e8FtLhawXUWZ2rR1FXpBZ2Mtz2
True,1715956070406,z5Vl3tUSRgalHfSho6JFNkpjxpn1
False,1717239097220,
False,1717609291643,J8FQbcWNUUhOw7NDUBjnsI44b4t2
True,1715927029473,z5Vl3tUSRgalHfSho6JFNkpjxpn1
False,1717280043717,
False,1714829042385,qMHVQGPKvNMdZLX8YnPH29ZYoyG3
False,1715942012857,z5Vl3tUSRgalHfSho6JFNkpjxpn1
False,1716041472983,qMHVQGPKvNMdZLX8YnPH29ZYoyG3
False,1715102340875,qMHVQGPKvNMdZLX8YnPH29ZYoyG3
True,1716115540703,qMHVQGPKvNMdZLX8YnPH29ZYoyG3
False,1716917469315,J8FQbcWNUUhOw7NDUBjnsI44b4t2
True,1717765453321,qnoyxSpFl7QfKaTyOGAp9Qkm5lM2
True,1715886207048,uAncaFrlwHdOlav3P7h4cAm3bMJ3
False,1716142344623,
False,1716744984843,z5Vl3tUSRgalHfSho6JFNkpjxpn1
False,1715441298225,
False,1717774691601,z5Vl3tUSRgalHfSho6JFNkpjxpn1
True,1715538755183,qMHVQGPKvNMdZLX8YnPH29ZYoyG3
False,1716406573662,6DzqFENos7TWPBAQYq6DB04O8fC3
False,1715102672948,qMHVQGPKvNMdZLX8YnPH29ZYoyG3
True,1716127500689,z5Vl3tUSRgalHfSho6JFNkpjxpn1
False,1716716888428,m5LXPhXcsVfmlVuGJs7GJiaR18J3
True,1715785809195,z5Vl3tUSRgalHfSho6JFNkpjxpn1
True,1716646262010,qMHVQGPKvNMdZLX8YnPH29ZYoyG3
False,1717227755546,uXnnBb0D5yZiOrroCy3JCZ6FxPR2
True,1716074782214,uXnnBb0D5yZiOrroCy3JCZ6FxPR2
False,1715854819484,914umpyeZkY5lglo8KGumeZWF002
True,1714834343925,z5Vl3tUSRgalHfSho6JFNkpjxpn1
False,1717082483225,4OU8k1M6xDaTwc4nbaCoRBE96wt1
False,1715536489320,z5Vl3tUSRgalHfSho6JFNkpjxpn1
True,1716649867474,qMHVQGPKvNMdZLX8YnPH29ZYoyG3
False,1715846836003,z5Vl3tUSRgalHfSho6JFNkpjxpn1
False,1717930753417,IwXqh3xp8hThQlDQH6wLJo39eS02
False,1716027852647,z5Vl3tUSRgalHfSho6JFNkpjxpn1
False,1715796069530,z5Vl3tUSRgalHfSho6JFNkpjxpn1
,1714411169223,z5Vl3tUSRgalHfSho6JFNkpjxpn1
False,1716653440583,qMHVQGPKvNMdZLX8YnPH29ZYoyG3
False,1715840079020,
False,1716076185999,uXnnBb0D5yZiOrroCy3JCZ6FxPR2
False,1717490202193,xAMdtkw2WJcF7BJ2cPyscJzMosa2
False,1717439398712,xd90PSoHbugHnzRD3eqHotP076X2
False,1716630151410,b6aunqCXt4RLfdmcQLxYZR1F6W33
True,1716139565481,qMHVQGPKvNMdZLX8YnPH29ZYoyG3
True,1716205531116,bD9Zu0RHF0Vk1WGtyTAScOiZKRg2
False,1716637460918,I6elAlW14FXyawwu9ri0ANirM0x1
False,1714832270453,qMHVQGPKvNMdZLX8YnPH29ZYoyG3
True,1717449040789,7odmEfSWmpOK0yXpKAux6oD84n33
False,1715961669624,
True,1715878116353,z5Vl3tUSRgalHfSho6JFNkpjxpn1
False,1717338192755,2MQXbrefhTbyejpLcfrEkn01rSz1
False,1717351937945,2Dnk3xqJF6NF4ZJWcA7f2zrlnO13
False,1716205699461,bD9Zu0RHF0Vk1WGtyTAScOiZKRg2
False,1716056738759,qMHVQGPKvNMdZLX8YnPH29ZYoyG3
False,1717774696532,IwXqh3xp8hThQlDQH6wLJo39eS02
False,1715971807591,313VQeWKBWVSt90xfJKK0Y803ga2
False,1716524716712,
False,1716904383562,hA911Hr90KPbY6yO0OACx8tP2NE2
True,1715361955829,IwXqh3xp8hThQlDQH6wLJo39eS02
False,1716072640960,uXnnBb0D5yZiOrroCy3JCZ6FxPR2
True,1717062822882,X5pSoHXR7oa4XH90Mg3huDaWASt1
,1713614296496,IwXqh3xp8hThQlDQH6wLJo39eS02
False,1717354107659,RM7mi4SVvGhIydxwmmt6djQQL3D3
,1714387367593,914umpyeZkY5lglo8KGumeZWF002
False,1716476558410,z5Vl3tUSRgalHfSho6JFNkpjxpn1
True,1715354337266,z5Vl3tUSRgalHfSho6JFNkpjxpn1
False,1717763683907,
True,1715951551979,z5Vl3tUSRgalHfSho6JFNkpjxpn1
False,1715764204898,t9cM4WpKxdhhI6qYJ4hOJv3klds2
False,1717350453339,omfHlCaqhLN7VprUtxb6IsvPNcr2
True,1716831091647,qMHVQGPKvNMdZLX8YnPH29ZYoyG3
False,1716136272318,ldBmjwfJ4nao6I0c3QkSWVyxInC3
True,1716044083707,qMHVQGPKvNMdZLX8YnPH29ZYoyG3
True,1714828829017,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1
False,1715926881987,z5Vl3tUSRgalHfSho6JFNkpjxpn1
False,1716058093253,87e8FtLhawXUWZ2rR1FXpBZ2Mtz2
False,1717421711288,IwXqh3xp8hThQlDQH6wLJo39eS02
False,1715886095442,z5Vl3tUSRgalHfSho6JFNkpjxpn1
False,1716072784944,uXnnBb0D5yZiOrroCy3JCZ6FxPR2
False,1715840131729,
True,1716063308950,uXnnBb0D5yZiOrroCy3JCZ6FxPR2
False,1716333255670,uXnnBb0D5yZiOrroCy3JCZ6FxPR2
True,1716115250270,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1
False,1715786632851,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1
False,1717584447735,
False,1716115877410,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1
True,1716106661030,zAUbebwMo3TY8MqBKBldpDeyIUb2
False,1717766508610,J8FQbcWNUUhOw7NDUBjnsI44b4t2
False,1717483484000,IwXqh3xp8hThQlDQH6wLJo39eS02
False,1716746010769,IwXqh3xp8hThQlDQH6wLJo39eS02
False,1715955400127,
,1713893621968,IwXqh3xp8hThQlDQH6wLJo39eS02
False,1716037160359,03HAO5vU6BOlF3NSeYVTzyRaJ6W2
True,1716132791800,qMHVQGPKvNMdZLX8YnPH29ZYoyG3
False,1715952513183,z5Vl3tUSRgalHfSho6JFNkpjxpn1
False,1715536489810,z5Vl3tUSRgalHfSho6JFNkpjxpn1
False,1716372537427,
False,1715971812766,313VQeWKBWVSt90xfJKK0Y803ga2
False,1714836131042,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1
False,1716637099883,qMHVQGPKvNMdZLX8YnPH29ZYoyG3
True,1714828818777,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1
True,1715963490492,z5Vl3tUSRgalHfSho6JFNkpjxpn1
False,1716628408522,qMHVQGPKvNMdZLX8YnPH29ZYoyG3
False,1717009258509,qMHVQGPKvNMdZLX8YnPH29ZYoyG3
False,1716533941307,4OU8k1M6xDaTwc4nbaCoRBE96wt1
True,1716233992590,uemnt3PK12UzfqRGT2c5YkrPJMr1
False,1715951373922,z5Vl3tUSRgalHfSho6JFNkpjxpn1
True,1716773198864,g1Os1DQ1U9UxVfYBnLKIl03XTEm2
True,1718022475745,J8FQbcWNUUhOw7NDUBjnsI44b4t2
True,1714825057040,IwXqh3xp8hThQlDQH6wLJo39eS02
False,1717062706590,X5pSoHXR7oa4XH90Mg3huDaWASt1
True,1716642789545,qMHVQGPKvNMdZLX8YnPH29ZYoyG3
False,1715100427530,qMHVQGPKvNMdZLX8YnPH29ZYoyG3
True,1715796650238,914umpyeZkY5lglo8KGumeZWF002
False,1714831998902,z5Vl3tUSRgalHfSho6JFNkpjxpn1
False,1715788954561,z5Vl3tUSRgalHfSho6JFNkpjxpn1
False,1715947657384,914umpyeZkY5lglo8KGumeZWF002
,1713613586689,IwXqh3xp8hThQlDQH6wLJo39eS02
False,1717243377127,z5Vl3tUSRgalHfSho6JFNkpjxpn1
False,1715633158218,IwXqh3xp8hThQlDQH6wLJo39eS02
False,1715028173865,
False,1716812406894,g1Os1DQ1U9UxVfYBnLKIl03XTEm2
False,1716072766794,uXnnBb0D5yZiOrroCy3JCZ6FxPR2
False,1717703908519,
True,1715786042908,z5Vl3tUSRgalHfSho6JFNkpjxpn1
False,1716049373615,qMHVQGPKvNMdZLX8YnPH29ZYoyG3
True,1717354542525,omfHlCaqhLN7VprUtxb6IsvPNcr2
False,1716636970159,qMHVQGPKvNMdZLX8YnPH29ZYoyG3
False,1716071699692,uXnnBb0D5yZiOrroCy3JCZ6FxPR2
False,1716062942592,uXnnBb0D5yZiOrroCy3JCZ6FxPR2
False,1716132756293,qMHVQGPKvNMdZLX8YnPH29ZYoyG3
False,1714834199561,qMHVQGPKvNMdZLX8YnPH29ZYoyG3
False,1716045820750,qMHVQGPKvNMdZLX8YnPH29ZYoyG3
True,1715846833634,z5Vl3tUSRgalHfSho6JFNkpjxpn1
False,1715954951029,GLOi2DWR7seNFkuttoWH3m78CX12
True,1717931631413,z5Vl3tUSRgalHfSho6JFNkpjxpn1
False,1717614910759,
False,1715441628490,
False,1716054231632,qMHVQGPKvNMdZLX8YnPH29ZYoyG3
True,1716642401731,qMHVQGPKvNMdZLX8YnPH29ZYoyG3
False,1715803549946,
True,1715100117500,qMHVQGPKvNMdZLX8YnPH29ZYoyG3
True,1716489751321,IwXqh3xp8hThQlDQH6wLJo39eS02
False,1716805520601,
False,1716035783325,jkChc1Rrx9cuUyCM1LDJPS3Rl9h2
True,1716034906872,qMHVQGPKvNMdZLX8YnPH29ZYoyG3
False,1717244315718,HRlzktBMSpQHtMD2P0Rm7KcXber2
False,1716063447219,uXnnBb0D5yZiOrroCy3JCZ6FxPR2
True,1716031719055,z5Vl3tUSRgalHfSho6JFNkpjxpn1
False,1716531754755,4OU8k1M6xDaTwc4nbaCoRBE96wt1
False,1714825988138,
False,1716581333588,
True,1716127463812,qMHVQGPKvNMdZLX8YnPH29ZYoyG3
False,1715787289155,z5Vl3tUSRgalHfSho6JFNkpjxpn1
True,1716746178915,z5Vl3tUSRgalHfSho6JFNkpjxpn1
False,1716127079221,qMHVQGPKvNMdZLX8YnPH29ZYoyG3
False,1717353757573,RM7mi4SVvGhIydxwmmt6djQQL3D3
False,1716475683781,z5Vl3tUSRgalHfSho6JFNkpjxpn1
True,1717775442010,IwXqh3xp8hThQlDQH6wLJo39eS02
False,1717422687506,xd90PSoHbugHnzRD3eqHotP076X2
,1713696366251,z5Vl3tUSRgalHfSho6JFNkpjxpn1
False,1716805757138,VACXPdk4TsUF70UeduW2icfq9X62
True,1718022865729,11gwRhxyjDXP8bToBSnEbAXzfR62
False,1716122162119,
False,1717763683793,
False,1715954951002,GLOi2DWR7seNFkuttoWH3m78CX12
False,1716373963270,
False,1716613093981,
False,1716050720005,qMHVQGPKvNMdZLX8YnPH29ZYoyG3
False,1715785800809,z5Vl3tUSRgalHfSho6JFNkpjxpn1
True,1716051176438,qMHVQGPKvNMdZLX8YnPH29ZYoyG3
False,1717411802201,PhNla2yiuRWfsVIdLT68ziekaVo2
False,1714838711076,qMHVQGPKvNMdZLX8YnPH29ZYoyG3
False,1717411809555,PhNla2yiuRWfsVIdLT68ziekaVo2
False,1717348181244,omfHlCaqhLN7VprUtxb6IsvPNcr2
