body,idPrestataire,isRead,title,idTransaction,updatedAt,uid,createdAt
Transaction de M./Mme Ngandeu pour M./Mme ,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous êtes liés a une transaction,U3wjbFBA9PSHX1TITFub1720107034830,1720110101372,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,1720107090000
"M./Mme Ngandeu, Dhoola vous remercie pour votre confiance.",Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction Initiée,tQwD2hUNTlKO0fDRCgpW1717243070100,1717243169795,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1717243150000
"M./Mme Ngandeu, Dhoola vous remercie pour votre confiance.",Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction Initiée,GfwgI1Pxde9LVzhd41Ne1709473064814,1709474300754,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1709473334000
Transaction de M./Mme Ngandeu,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous avez reçu une transaction,C3BbIr7bgiF38swEdA3H1717774628781,1719478559535,914umpyeZkY5lglo8KGumeZWF002,1717774738000
Transaction de M./Mme Ngandeu pour M./Mme kamssu,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous êtes liés a une transaction,GfwgI1Pxde9LVzhd41Ne1709473064814,1709473393073,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,1709473334000
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182552,AEVtLZz4dqTgkKSAsNmACLHGcxh1,1714834182552
Vous avez reçu une DEMANDE de paiement,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Demande de kamssu,nfS5UvyARVqI2C07Lz7i1714827744304,1714827952455,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1714827763827
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182528,mH0PJF6LvJaodPFjBLOmjtb16JC3,1714834182528
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407118,dvMSs76o0xM2NIJl4lJEhJZkEpU2,1714834407118
Transaction de M./Mme Ngandeu,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous avez reçu une transaction,9B0VaYTMMOZec8mm8u0Q1712935621919,1713033006668,914umpyeZkY5lglo8KGumeZWF002,1712935720000
"M./Mme Ngandeu, Dhoola vous remercie pour votre confiance.",Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction Initiée,OeGwTf0qc3lOV2B7LUyF1721053418248,1721065226758,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1721060514000
Transaction de M./Mme Ngandeu,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous avez reçu une transaction,uOG7s8xqCNZSa8Y2GEsI1709474877962,1709579698788,914umpyeZkY5lglo8KGumeZWF002,1709474938000
vous pouvez envoyer le code d’identification à votre bénéficiaire en utilisant le bouton de partage de la transaction. Cliquez ici pour accéder à la transaction!,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Astuce Dhoola,bHAgXoqp5c5HpVoxpeZC1714833555358,1714833652278,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1714833644000
Transaction de M./Mme Ngandeu,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous avez reçu une transaction,bHAgXoqp5c5HpVoxpeZC1714833555358,1714836005582,914umpyeZkY5lglo8KGumeZWF002,1714833644000
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407139,wRMfQ30oH7b2R6tOXV0CaXNsLvQ2,1714834407139
Transaction de M./Mme Ngandeu,6vKFwEf8eMRFjjSNrjJhssgZ15X2,True,Vous avez reçu une transaction,KdKw7WOV0ORmmBrrbALV1707326900402,1707327570316,914umpyeZkY5lglo8KGumeZWF002,1707327047000
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407098,kcmzhXMSXSUBCH08BIBG7oHOyUn1,1714834407098
Transaction de M./Mme Ngandeu pour M./Mme kamssu,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous êtes liés a une transaction,bHAgXoqp5c5HpVoxpeZC1714833555358,1714833697913,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,1714833644000
Transaction de M./Mme Ngandeu pour M./Mme kamssu,6vKFwEf8eMRFjjSNrjJhssgZ15X2,True,Vous êtes liés a une transaction,Bw0kMM74d6aQnmuaF48c1707397474032,1707398399105,6vKFwEf8eMRFjjSNrjJhssgZ15X2,1707397547000
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182502,hVzaZh25BMObK5Omgh2CL1XwC5T2,1714834182502
Transaction pour M./Mme kamssu a échoué,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Paiement échoué,UCzTPuVoAeJoOv8hdDnF1710780971911,1711463265645,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1711457695000
Votre mobile money a été crédité.,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Paiement finalisé,uOekcgQLKxORtGK11N3m1710782054941,1712936013163,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,1712672156000
vous pouvez envoyer le code d’identification à votre bénéficiaire en utilisant le bouton de partage de la transaction. Cliquez ici pour accéder à la transaction!,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Astuce Dhoola,mJjdyXjzCSMwSYO6rrTW1716027143611,1716027263196,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1716027213000
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182487,tDJ2IWWWkiONlfuq5IiHMeJ0Owd2,1714834182487
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182546,7fgHj1w4b9WylA4g92AA8DD25Cq1,1714834182546
Le prestataire a reçu le paiement. Merci d'utiliser Dhoola ,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Paiement reçu par le Prestataire,9oD5opqsjjvyMH2F1pvF1709472887491,1709474300753,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1709474078000
Transaction FINALISÉE par le Prestataire,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,False,La prestation a été REALISÉE par le prestataire HOUSE INNOVATION/IT SERVICES/DOUALA,b1iPERhr41GG4TeEThUW1720111025015,1720111370238,is374p6NnHNF6Xu4obrSYzCYZTc2,1720111370238
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182556,S5oUrHpVvkPQn33Icctz7cWASiC3,1714834182556
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182496,Q9MefuaENmNHIUHR91TlMwJIYFD3,1714834182496
Transaction de M./Mme Ngandeu pour M./Mme ,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous êtes liés a une transaction,z2g1CCJD2KFl17BTW3kL1709472998552,1709473393073,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,1709473100000
"M./Mme Ngandeu, Dhoola vous remercie pour votre confiance.",Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction Initiée,TvxbAf6QXq03OYr5j4ii1709553075052,1709555288931,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1709553133000
Transaction de M./Mme Ngandeu,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,False,Vous avez reçu une transaction,QopOBHHvdwNU5rZvuLun1720193150320,1720193236000,914umpyeZkY5lglo8KGumeZWF002,1720193236000
Transaction de M./Mme Ngandeu,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous avez reçu une transaction,ZmQzks0qOcu99YOxKMBT1715765761519,1715786525024,914umpyeZkY5lglo8KGumeZWF002,1715766033000
Le prestataire a reçu le paiement. Merci d'utiliser Dhoola ,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Paiement reçu par le Prestataire,uOG7s8xqCNZSa8Y2GEsI1709474877962,1709495200536,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1709495142000
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407161,UH9Z9YeAILPtDY9HeWlr91ho6Jc2,1714834407161
Votre mobile money a été crédité.,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Paiement finalisé,EtMM9a62IEbH5Z3lseYO1706890693829,1707511690308,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,1706891051000
La transaction a été REFUSÉE par le prestataire House Innovation/IT Services/Douala,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction REFUSÉE par le Prestataire,C3BbIr7bgiF38swEdA3H1717774628781,1719478559534,914umpyeZkY5lglo8KGumeZWF002,1717828087000
Le prestataire a reçu le paiement. Merci d'utiliser Dhoola ,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Paiement reçu par le Prestataire,tt6LK6DGESZJXB9V1ROk1709736239768,1709916854394,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1709916838000
"M./Mme Ngandeu, Dhoola vous remercie pour votre confiance.",Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction Initiée,JC2i5LcOhg46flxLoMT41715785514284,1715785632794,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1715785578000
Le prestataire a reçu le paiement. Merci d'utiliser Dhoola ,6vKFwEf8eMRFjjSNrjJhssgZ15X2,True,Paiement reçu par le Prestataire,Bw0kMM74d6aQnmuaF48c1707397474032,1707399045647,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1707398554000
Transaction FINALISÉE par le Prestataire,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,La prestation a été REALISÉE par le prestataire HOUSE INNOVATION/IT SERVICES/DOUALA,ZmQzks0qOcu99YOxKMBT1715765761519,1715786525024,914umpyeZkY5lglo8KGumeZWF002,1715784381923
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407139,yxcg7nhLvhhoaGkWj5Bt96jlSbk1,1714834407139
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407143,g7FpcfVmEZOoLzz4nR5v38B19N72,1714834407143
La transaction a été REFUSÉE par le prestataire House Innovation/IT Services/Douala,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction REFUSÉE par le Prestataire,qLsUWFeFmYtWiwlYoJtQ1709549084691,1709550496608,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1709550487000
Transaction de M./Mme Ngandeu pour M./Mme ,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous êtes liés a une transaction,RRWzcx5zHnlyj92mSU2g1709922706818,1709924049431,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,1709922896000
"M./Mme Ngandeu, Dhoola vous remercie pour votre confiance.",Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction Initiée,ZmQzks0qOcu99YOxKMBT1715765761519,1715766049495,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1715766038000
Transaction de M./Mme Ngandeu,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous avez reçu une transaction,Ps7AlTd1XWV4jTVaE5bg1716121557266,1719478559535,914umpyeZkY5lglo8KGumeZWF002,1716121653000
Transaction pour M./Mme kamssu a échoué,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Paiement échoué,1Vv4z1DsYsnvfya13THS1714827782236,1714835715449,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1714835679000
Transaction de M./Mme Ngandeu pour M./Mme kamssu,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous êtes liés a une transaction,uOG7s8xqCNZSa8Y2GEsI1709474877962,1709476240433,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,1709474938000
Transaction de M./Mme Ngandeu pour M./Mme kamssu,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous êtes liés a une transaction,EtMM9a62IEbH5Z3lseYO1706890693829,1707511690308,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,1706890774000
Transaction FINALISÉE par le Prestataire,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,La prestation a été REALISÉE par le prestataire HOUSE INNOVATION/IT SERVICES/DOUALA,mJjdyXjzCSMwSYO6rrTW1716027143611,1716027707365,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1716027576928
Transaction de M./Mme Ngandeu pour M./Mme kamssu,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous êtes liés a une transaction,UCzTPuVoAeJoOv8hdDnF1710780971911,1710781117251,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,1710781051000
vous pouvez envoyer le code d’identification à votre bénéficiaire en utilisant le bouton de partage de la transaction. Cliquez ici pour accéder à la transaction!,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Astuce Dhoola,fIv7Grvs91w2UETHQIBn1720109469063,1720109544252,qMHVQGPKvNMdZLX8YnPH29ZYoyG3,1720109537000
"M./Mme Ngandeu, Dhoola vous remercie pour votre confiance.",Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction Initiée,tt6LK6DGESZJXB9V1ROk1709736239768,1709736392246,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1709736328000
Le prestataire a reçu le paiement. Merci d'utiliser Dhoola ,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Paiement reçu par le Prestataire,4G5Sz9LAZOtjqrmBNJD61706719509508,1706890090524,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1706890002000
"M./Mme Ngandeu, Dhoola vous remercie pour votre confiance.",Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction Initiée,U3wjbFBA9PSHX1TITFub1720107034830,1720109417276,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1720107090000
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182549,ijZUBpWusXPWUzFFeNxXIeGEl3Q2,1714834182549
"M./Mme Ngandeu, Dhoola vous remercie pour votre confiance.",Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction Initiée,a19bwyH46bvHaQ3LwVW41714410768354,1714411043917,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1714410853000
vous pouvez envoyer le code d’identification à votre bénéficiaire en utilisant le bouton de partage de la transaction. Cliquez ici pour accéder à la transaction!,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Astuce Dhoola,1L0jla5Av2LzmLkpGXBh1720105016646,1720105286479,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1720105267000
Votre mobile money a été crédité.,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Paiement finalisé,PLOtUCA7uvU7RdZb0qBN1706119676875,1707511690308,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,1707124747000
Votre mobile money a été crédité.,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Paiement finalisé,9B0VaYTMMOZec8mm8u0Q1712935621919,1712941282474,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,1712936210000
Transaction de M./Mme Ngandeu,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous avez reçu une transaction,lR6kWBbBejwfs1mdeCud1715886550474,1719478559537,914umpyeZkY5lglo8KGumeZWF002,1715886651000
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182515,vKFyl8Our5UfAXE23diydr8lgpF2,1714834182515
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407097,AuvUhUc2F2gK3p8fwz1okXLk97s1,1714834407097
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182489,VIc60OjgQwgWSn7jDdj3Z9o5Tjr2,1714834182489
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182551,CmV47awY40RCNqilPCczalq0FSd2,1714834182551
Vous avez reçu une DEMANDE de paiement,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Demande de kamssu,NCWQsPiihqG4jPSJmwTV1709549397881,1709549476985,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1709549403174
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182549,1qB7OuH2cGRNS3BcPb4meh74P5F3,1714834182549
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407160,K2NIBRxFOZdHhkSNgCn6kZmt1xn1,1714834407160
vous pouvez envoyer le code d’identification à votre bénéficiaire en utilisant le bouton de partage de la transaction. Cliquez ici pour accéder à la transaction!,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Astuce Dhoola,G84A9GyQH2I0X8VSrsyN1715788830980,1715788897538,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1715788893000
L'équipe Dhoola vous souhaite un excellent week-end!,,True,Bon Week-end ,,1716534655329,NaPJhyyglGO5W5en9C6P4BoUXof2,1714834407146
Transaction de M./Mme Ngandeu pour M./Mme kamssu,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous êtes liés a une transaction,gdGooY5HQdD9SbfPTluz1720104283512,1720105267354,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,1720104360000
Le prestataire a reçu le paiement. Merci d'utiliser Dhoola ,6vKFwEf8eMRFjjSNrjJhssgZ15X2,True,Paiement reçu par le Prestataire,Bw0kMM74d6aQnmuaF48c1707397474032,1707399045647,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1707398564000
"M./Mme Ngandeu, Dhoola vous remercie pour votre confiance.",Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction Initiée,wZXnA8aOnYvuMdvqMkqR1706716623082,1706716821697,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1706716674000
Transaction de M./Mme Ngandeu pour M./Mme ,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous êtes liés a une transaction,pf7Q38Csui5N2hh1CgUx1709549153128,1709549661715,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,1709549226000
Transaction FINALISÉE par le Prestataire,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,La prestation a été REALISÉE par le prestataire HOUSE INNOVATION/IT SERVICES/DOUALA,9B0VaYTMMOZec8mm8u0Q1712935621919,1712936133856,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1712936077134
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407195,ffdzMjTASDPYZD6FB0WaVNcn9iE2,1714834407195
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182544,1O0oWiDU6HXg89PTn13h3WGInSQ2,1714834182544
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182496,TOjJoxMGCZTjJ7QGQmuRdL2dc4K2,1714834182496
L'équipe Dhoola vous souhaite un excellent week-end!,,True,Bon Week-end ,,1716045216289,87e8FtLhawXUWZ2rR1FXpBZ2Mtz2,1714834407197
Transaction FINALISÉE par le Prestataire,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,La prestation a été REALISÉE par le prestataire HOUSE INNOVATION/IT SERVICES/DOUALA,bHAgXoqp5c5HpVoxpeZC1714833555358,1715784792373,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1715783454104
Transaction FINALISÉE par le Prestataire,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,False,La prestation a été REALISÉE par le prestataire HOUSE INNOVATION/IT SERVICES/DOUALA,gdGooY5HQdD9SbfPTluz1720104283512,1720110000834,914umpyeZkY5lglo8KGumeZWF002,1720110000834
Vous avez reçu une DEMANDE de paiement,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Demande de kamssu,It4axTW4zBTsWSoENMIy1715764904362,1715765099383,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1715764946420
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182554,DkuIQxHljhRjltWM4dKwd1CQkKQ2,1714834182554
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407134,mH0PJF6LvJaodPFjBLOmjtb16JC3,1714834407134
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407100,hCdTFK1Nc8ffuO2JsJPLosOntiv2,1714834407100
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407096,mOSzf8N1mbYJv136x4jwGSoNIx33,1714834407096
Vous avez reçu une DEMANDE de paiement,TPxYBNx6Qmazq6p2oBCHKFQBhE62,True,Demande de Dissak ,XSuQYAgWz7DDL7P79TuQ1707596758563,1707622887482,mH0PJF6LvJaodPFjBLOmjtb16JC3,1707596766539
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182554,og5XRTaPkgcI6RZlTUpqw261thc2,1714834182554
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407133,TLsS3D06ptffmsdaufadTYRXB7r2,1714834407133
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182554,bAAztgEFNTco5zFbXM8Y7wZnWfP2,1714834182554
Transaction FINALISÉE par le Prestataire,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,La prestation a été REALISÉE par le prestataire HOUSE INNOVATION/IT SERVICES/DOUALA,G84A9GyQH2I0X8VSrsyN1715788830980,1719478559537,914umpyeZkY5lglo8KGumeZWF002,1715788977930
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407203,DkuIQxHljhRjltWM4dKwd1CQkKQ2,1714834407203
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407146,UEDodi0eAIQJOWU29At4MV5UolQ2,1714834407146
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407119,BJOEDZ59NvSG3bAQhXjyyl8DdML2,1714834407119
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182514,iWUaYcgE9sbeohqVXnnxF3pN6DZ2,1714834182514
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182490,kcmzhXMSXSUBCH08BIBG7oHOyUn1,1714834182490
Transaction REJETÉE par le Payeur,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,La transaction a été REFUSÉE par NGANDEU,d4AskWqh3gDBE4U0aroQ1709473027471,1709579698797,914umpyeZkY5lglo8KGumeZWF002,1709473278855
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407092,a00MDhKkKHNDTJVjRA4dY3DUoUC2,1714834407092
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182512,pIPpjDROM8SgxdXetRDHJfb77sm2,1714834182512
L'équipe Dhoola vous souhaite un excellent week-end!,,True,Bon Week-end ,,1714834449200,qMHVQGPKvNMdZLX8YnPH29ZYoyG3,1714834407209
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182545,oFZSf6QWpjbGwp93fp9NpoqHtAz1,1714834182545
Vous avez reçu une DEMANDE de paiement,TPxYBNx6Qmazq6p2oBCHKFQBhE62,True,Demande de Dissak ,y5dhBTr7TfPZekqLPErK1707598256553,1707622887481,mH0PJF6LvJaodPFjBLOmjtb16JC3,1707598265925
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407135,z6mGBR38jjdCscKsmMmj3fytzJA2,1714834407135
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182531,Btj0yApQ7tNV9q0FCi6otQm9Cok2,1714834182531
Transaction FINALISÉE par le Prestataire,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,La prestation a été REALISÉE par le prestataire HOUSE INNOVATION/IT SERVICES/DOUALA,tt6LK6DGESZJXB9V1ROk1709736239768,1709916758788,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1709916743252
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407128,7e0mqNN6SlS2ar8X3Q41hFOiHxJ3,1714834407128
Transaction FINALISÉE par le Prestataire,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,La prestation a été REALISÉE par le prestataire HOUSE INNOVATION/IT SERVICES/DOUALA,EtMM9a62IEbH5Z3lseYO1706890693829,1706953468927,914umpyeZkY5lglo8KGumeZWF002,1706890823246
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407167,jdO2vRG1D9SPLjlzkaFjc8Nxo7v2,1714834407167
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407099,eXmjAdNW1FfOQ8IpHKLd4gqpNGh1,1714834407099
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182548,jdO2vRG1D9SPLjlzkaFjc8Nxo7v2,1714834182548
Visitez votre application afin de découvrir nos nouveaux prestataires.,,True,Nouveaux Prestataires,,1714983519939,VulbuFlwrTdFHxGh5d7aSZ9y17c2,1714834182487
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182552,ffdzMjTASDPYZD6FB0WaVNcn9iE2,1714834182552
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407192,kdsPneoNoMXLYfuOE15bjkPfHM32,1714834407192
Transaction FINALISÉE par le Prestataire,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,La prestation a été REALISÉE par le prestataire HOUSE INNOVATION/IT SERVICES/DOUALA,gdGooY5HQdD9SbfPTluz1720104283512,1720110023118,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1720110000836
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182546,lb4uqU4gsDNlP5pqzaeMpjxBzUI3,1714834182546
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182507,3UbYH1vKFPRcuO9dRpq8wIgomaC3,1714834182507
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407167,R8jbDNlDCweuU5o5K7Vw9Pw662z1,1714834407167
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182516,kYa8vKi9GdZdX7FxgM4ujN92uh43,1714834182516
Transaction FINALISÉE par le Prestataire,6vKFwEf8eMRFjjSNrjJhssgZ15X2,True,La prestation a été REALISÉE par le prestataire SANTA LUCIA AKWA NORD,KdKw7WOV0ORmmBrrbALV1707326900402,1707394068210,914umpyeZkY5lglo8KGumeZWF002,1707392441722
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182553,wCYpWjM6jAWQa71IODTa60HcaWm1,1714834182553
Transaction FINALISÉE par le Prestataire,6vKFwEf8eMRFjjSNrjJhssgZ15X2,True,La prestation a été REALISÉE par le prestataire SANTA LUCIA AKWA NORD,Bw0kMM74d6aQnmuaF48c1707397474032,1707511690308,914umpyeZkY5lglo8KGumeZWF002,1707398386240
